
center,left,right,steering,throttle,brake,speed
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_543.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_543.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_543.jpg, -0.4105548, 0, 0, 7.736051
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_683.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_683.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_683.jpg, 0, 0, 0, 7.600577
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_808.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_808.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_808.jpg, 0, 0, 0, 7.508914
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_942.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_942.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_942.jpg, 0, 0, 0, 7.403632
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_082.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_082.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_082.jpg, 0, 0, 0, 7.299835
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_224.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_224.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_224.jpg, -0.4256322, 0, 0, 7.105782
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_362.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_362.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_362.jpg, -0.8396286, 0, 0, 6.840921
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_494.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_494.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_494.jpg, -0.4443417, 0, 0, 6.777808
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_619.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_619.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_619.jpg, -0.06549777, 0, 0, 6.65968
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_747.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_747.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_747.jpg, -0.447744, 0, 0, 6.513257
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_31_884.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_31_884.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_31_884.jpg, -0.03829347, 0, 0, 6.402364
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_023.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_023.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_023.jpg, 0, 0, 0, 6.311779
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_162.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_162.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_162.jpg, 0, 0, 0, 6.223288
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_283.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_283.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_283.jpg, 0, 0, 0, 6.148429
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_426.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_426.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_426.jpg, 0, 0, 0, 6.06223
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_562.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_562.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_562.jpg, 0, 0, 0, 5.977239
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_685.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_685.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_685.jpg, -0.3738033, 0, 0, 5.847731
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_832.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_832.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_832.jpg, 0, 0, 0, 5.747875
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_32_971.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_32_971.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_32_971.jpg, 0, 0, 0, 5.667112
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_106.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_106.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_106.jpg, -0.4250058, 0, 0, 5.515539
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_235.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_235.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_235.jpg, -0.8131509, 0, 0, 5.336999
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_361.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_361.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_361.jpg, -0.433626, 0, 0, 5.277057
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_505.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_505.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_505.jpg, -0.8635626, 0, 0, 5.082497
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_650.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_650.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_650.jpg, -1, 0, 0, 4.946659
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_785.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_785.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_785.jpg, -0.597916, 0, 0, 4.898267
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_33_914.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_33_914.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_33_914.jpg, -0.2039389, 0, 0, 4.833958
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_061.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_061.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_061.jpg, 0, 0, 0, 4.749804
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_182.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_182.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_182.jpg, 0, 0, 0, 4.692667
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_324.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_324.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_324.jpg, 0, 0, 0, 4.626883
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_455.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_455.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_455.jpg, 0, 0, 0, 4.57123
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_580.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_580.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_580.jpg, 0, 0, 0, 4.507148
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_729.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_729.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_729.jpg, 0, 0, 0, 4.443964
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_34_883.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_34_883.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_34_883.jpg, 0, 0.4633932, 0, 5.250022
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_007.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_007.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_007.jpg, 0, 0.8409426, 0, 6.386617
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_146.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_146.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_146.jpg, 0, 1, 0, 7.973566
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_287.jpg, 0, 1, 0, 9.548605
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_509.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_509.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_509.jpg, 0, 1, 0, 12.11029
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_631.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_631.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_631.jpg, 0, 0.6309115, 0, 12.95815
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_802.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_802.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_802.jpg, 0, 0.1737541, 0, 13.18625
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_35_928.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_35_928.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_35_928.jpg, 0, 0, 0, 13.06294
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_055.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_055.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_055.jpg, 0, 0, 0, 12.48749
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_186.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_186.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_186.jpg, -0.3716637, 0, 0, 12.11616
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_319.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_319.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_319.jpg, -0.7761385, 0, 0, 12.1117
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_447.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_447.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_447.jpg, -0.3951861, 0, 0, 11.86941
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_582.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_582.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_582.jpg, -0.01672085, 0, 0, 11.70373
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_718.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_718.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_718.jpg, 0, 0, 0, 11.38784
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_36_874.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_36_874.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_36_874.jpg, 0, 0, 0, 11.20673
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_004.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_004.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_004.jpg, 0, 0, 0, 11.12119
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_105.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_105.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_105.jpg, 0, 0, 0, 10.9848
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_228.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_228.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_228.jpg, 0, 0, 0, 10.85009
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_381.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_381.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_381.jpg, 0, 0, 0, 10.67297
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_509.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_509.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_509.jpg, 0, 0, 0, 10.54225
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_634.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_634.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_634.jpg, 0, 0, 0, 10.41457
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_758.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_758.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_758.jpg, 0, 0, 0, 10.2675
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_37_886.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_37_886.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_37_886.jpg, 0, 0, 0, 10.14305
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_014.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_014.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_014.jpg, 0, 0, 0, 10.02008
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_142.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_142.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_142.jpg, 0, 0, 0, 9.878819
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_269.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_269.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_269.jpg, 0, 0, 0, 9.760329
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_397.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_397.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_397.jpg, 0, 0, 0, 9.623899
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_542.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_542.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_542.jpg, 0, 0, 0, 9.489382
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_664.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_664.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_664.jpg, 0, 0, 0, 9.375576
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_789.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_789.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_789.jpg, 0, 0, 0, 9.263141
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_38_937.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_38_937.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_38_937.jpg, 0, 0, 0, 9.133673
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_078.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_078.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_078.jpg, 0, 0, 0, 8.987935
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_205.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_205.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_205.jpg, 0, 0, 0, 8.880164
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_338.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_338.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_338.jpg, 0, 0, 0, 8.756063
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_468.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_468.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_468.jpg, 0, 0, 0, 8.651074
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_605.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_605.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_605.jpg, 0, 0, 0, 8.530185
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_731.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_731.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_731.jpg, 0, 0, 0, 8.427917
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_878.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_878.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_878.jpg, 0, 0, 0, 8.293473
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_39_999.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_39_999.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_39_999.jpg, 0, 0, 0, 8.194055
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_139.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_139.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_139.jpg, 0, 0, 0, 8.080729
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_287.jpg, 0, 0, 0, 7.969815
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_414.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_414.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_414.jpg, 0, 0, 0, 7.875961
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_543.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_543.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_543.jpg, -0.3880467, 0, 0, 7.682447
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_663.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_663.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_663.jpg, -0.02962321, 0, 0, 7.575224
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_794.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_794.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_794.jpg, 0, 0, 0, 7.484654
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_40_933.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_40_933.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_40_933.jpg, 0, 0, 0, 7.381516
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_058.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_058.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_058.jpg, 0, 0, 0, 7.281111
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_184.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_184.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_184.jpg, 0, 0, 0, 7.196175
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_326.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_326.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_326.jpg, 0, 0, 0, 7.098375
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_458.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_458.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_458.jpg, 0, 0, 0, 7.001949
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_589.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_589.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_589.jpg, 0, 0, 0, 6.920373
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_41_740.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_41_740.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_41_740.jpg, 0, 0, 0, 6.811545
